,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
165093,165093,The action was pretty good,Vivian L,2024-02-16,action pretty good,positivo
165094,165094,"People giving this anything more than 2 stars are mentally ill. This is a garbage film. Atrocious acting, laughable plot, and completely void of any point in existing. Who wanted this?? Sony has got to be the most out of touch studio of all time. DO NOT support this abysmal movie.",,2024-02-16,people giving anything star mentally ill garbage film atrocious acting laughable plot completely void point existing wanted sony got touch studio time support absmag movie,positivo
165095,165095,"Most boring and pointless movie I've ever seen. Acting was horrendous, script was laughably dull, and don't even get me started on the effects. If you're going to watch a movie, pick literally anything other than this.",Benjiman Y,2024-02-16,boring pointless movie ive ever seen acting horrendous script laughable dull dont even get started effect youre going watch movie pick literally anything,negativo
165096,165096,Just… why? This movie was awful. The idea was awful. Everything about it was awful.,Andy B,2024-02-16,just… movie awful idea awful everything awful,negativo
165097,165097,People are so hard to please. This movie was good. Don't go into it expecting it to link to Spider-man and take it for what it is and you'll enjoy it just fine.,Robert R,2024-02-16,people hard please movie good dont go expecting link sideman take you enjoy fine,positivo
165098,165098,Nepotism is going to sink Hollywood if it isn't careful. They should consider giving opportunities to people with talent and training for a change. Truly one of the worst films if not THE worst film that came out that year.,Brett D,2024-02-16,nepotism going sink hollywood isnt careful consider giving opportunity people talent training change truly one worst film worst film came year,negativo
165099,165099,"I really enjoyed Madame Web and hope to see her spiderling saga continue. It was interesting to see a new, and far more intuitive superhero and one who foster children and those who have lost a parent young can relate to. Madame Web is a unique glimpse into a Maternal instinct-driven character who embodies female empowerment and leans into an extrasensory perception that otherwise might be dismissed. It seems like a fragile ability that can only do so much. Still, when Cassie begins to connect with her inner self and revelations about pain and ancestral trauma are laid to rest she becomes a fierce opponent and carries through to shine brilliantly as a victorious, protective powerhouse with a soft and golden heart.",Sai M,2024-02-16,really enjoyed madame web hope see spiderling saga continue interesting see new far intuitive superhero one foster child lost parent young relate madame web unique glimpse maternal instinctdriven character embodies female empowerment lean extrasensory perception otherwise might dismissed seems like fragile ability much still case begin connect inner self revelation pain ancestral trauma laid rest becomes fierce opponent carry shine brilliantly victorious protective powerhouse soft golden heart,positivo
167660,167660,"it's hard to make a movie worse than Mobius, but Sony did it!  Sony is trying to make Disney look good with those awfull movies in 2023",BeautyCosmetic O,2024-02-16,hard make movie worse movies sony sony trying make disney look good awful movie,negativo
167661,167661,"I had low expectations but the movie is actually good. There story is actually good and there are some really interesting scenes.
It had lots of potential but unfortunately they didn't use them all.",Sina M,2024-02-16,low expectation movie actually good story actually good really interesting scene lot potential unfortunately didnt use,positivo
167662,167662,So bad its fun just to watch how bad it is.,Raymond M,2024-02-16,bad fun watch bad,negativo
167663,167663,I think this movie is fantastic. At this point if you expect more from Sony then camp pulp garbage slop you are fucking stupid. This movie was fine. It's cheesy and fun. At times it's kinda of ballsy. I really think this movie has potential and a sequel would be really good. Yes I am aware of the bad ADR and acting. I don't give a fuck.,Nathan M,2024-02-16,think movie fantastic point expect sony camp pulp garbage stop fucking stupid movie fine cheese fun time kinda balls really think movie potential sequel would really good yes aware bad adr acting dont give fuck,positivo
167664,167664,"It has a plot hole central conceit so large, you could drive Webb's ambulance through it, but it was a fun watch and added a few nice levels to the Spiderverse lore.",Sean G,2024-02-16,plot hole central concept large could drive webb ambulance fun watch added nice level spiderverse lore,positivo
167665,167665,"such a fun watch, I really ended up admiring the film for the origin story it is and told us it was going to be. Everyone should give this film a chance, i left the theater wanting more and wishing the film was longer.",Dm S,2024-02-16,fun watch really ended airing film origin story told u going everyone give film chance left theater wanting wishing film longer,positivo
167666,167666,Definitely worth watching again.,Jodi T,2024-02-16,definitely worth watching,positivo
167667,167667,"Amazing movie, funny, plot was great. But let’s be real it’s a marvel comic based movie…. Where was the post credits scene?!!",Francisco,2024-02-16,amazing movie funny plot great let ’ real ’ marvel comic based movie… post credit scene,positivo
167668,167668,The plot hole was so big Optimus Prime can drive right thru it without touching either side.,Mc G,2024-02-16,plot hole big optimum prime drive right thru without touching either side,neutro
167669,167669,The previous marvel movies from 2023 was just bad news. But this one it was good not great just good.,ÎÎ½Î¸Î® Î,2024-02-16,previous marvel movie bad news one good great good,positivo
167670,167670,Omggggg I couldn't stand it a went out of the cinema I love Dakota but this movie is so boring :(,Marimar M,2024-02-16,omggggg couldnt stand went cinema love dakota movie boring,positivo
167671,167671,"Eu não consigo entender o problema da Sony, ela literalmente tem um dos maiores personagens da Marvel se não for o maior com vários personagens ótimos, com inimigos incríveis e entrega esse tipo de filme...
Que filme chato e sem graça com cara de série da CW, sem ação e sem suspense. E vem o Hessel do Omelete e diz que prefere madame teia do que soldado invernal kkkkk....
Nossa a Sony pode ter o próprio multiverso criar o aranhagerdom com vários aranhas mas prefere fazer um filme tosco assim. Eu prefiro pensar que é lavagem de dinheiro que fica menos feio aí não parecem serem tão incompetentes assim kkkk",Renato P,2024-02-16,cant understand songs problem literally one marvel greatest character shes biggest several great character amazing enemy delivers kind movie boring bland movie cw standard without action without suspenseand come omelette vessel say prefers madame web winter soldier kkk sony may multiverse create spider spider prefers make rough movie like that prefer think money laundering get le ugly doesnt seem incompetent kkk,positivo
167672,167672,It was an originstory like the old marvelmovies like iron man or spiderman. People always cried after this and when it happens they act like thats the worst film ever released.,Deamon 0,2024-02-16,originator like old marvelmovies like iron man sideman people always cried happens act like thats worst film ever released,negativo
167673,167673,"Was weird but i enjoyed it, Dakota is amazing",Franq A,2024-02-16,weird enjoyed dakota amazing,positivo
167674,167674,Unexplained characters and story line. Amazing this was even made.,jason V,2024-02-16,unexplained character story line amazing even made,positivo
167675,167675,Just another total waste of time...,Fabio C,2024-02-16,another total waste time,negativo
167676,167676,"Title: ""Madame Web: A Tangled Mess in Marvel's Cinematic Universe""

In the latest installment of Marvel's cinematic universe, ""Madame Web"" attempts to weave a complex narrative but ends up entangling itself in its own web of confusion and mediocrity. Despite the anticipation and potential for a deep dive into the mystic and psychic realms of Marvel, the film disappoints on multiple levels, leaving fans bewildered and underwhelmed.

The storyline, which ambitiously tries to intertwine multiple timelines and dimensions, is as clear as mud. It's evident that the writers attempted to create a rich tapestry of interconnected stories, but the execution falls flat, leaving the audience more lost than intrigued. The plot holes are so vast that not even Madame Web's psychic abilities could predict where the narrative is headed next.

Performance-wise, the cast seems as disoriented by the script as the viewers. Despite their best efforts, their portrayals lack the depth and charisma expected from Marvel's usually dynamic characters. The dialogue, intended to be witty and profound, often comes across as forced and uninspired, missing the mark on both humor and emotional impact.

Visually, the film is a mixed bag. While some CGI sequences are impressive, others are surprisingly lackluster for Marvel's high standards, breaking the immersion and making it hard to stay engaged in the supposed spectacle. The action scenes, a staple of superhero movies, are oddly paced and choreographed, lacking the exhilaration and creativity seen in the franchise's better entries.

Perhaps the most perplexing aspect of ""Madame Web"" is its seeming forgetfulness of what makes Marvel movies special: heart, humor, and heroism. This film feels like a departure from those principles, prioritizing convoluted storytelling over character development and genuine engagement with the audience.

In conclusion, ""Madame Web"" is a missed opportunity to explore one of Marvel's most intriguing characters. It's a bewildering journey through a poorly constructed narrative that even the most loyal of Marvel fans might find hard to follow. Instead of adding a rich layer to the MCU, it feels like a detour into mediocrity. Let's hope future projects can untangle this mess and bring back the magic that fans know and love.",Jonathan H,2024-02-16,title madame web tangled mess marvel cinematic universe latest installment marvel cinematic universe madame web attempt weave complex narrative end entangling web confusion mediocrity despite anticipation potential deep dive mystic psychic realm marvel film disappoint multiple level leaving fan bewildered underwhelmed storyline ambitious try intertwined multiple timeline dimension clear mud evident writer attempted create rich tapestry interconnected story execution fall flat leaving audience lost intrigued plot hole vast even madame web psychic ability could predict narrative headed next performancewise cast seems disoriented script viewer despite best effort portrayal lack depth charisma expected marvel usually dynamic character dialogue intended witty profound often come across forced inspired missing mark humor emotional impact visually film mixed bag cgi sequence impressive others surprisingly lackluster marvel high standard breaking immersion making hard stay engaged supposed spectacle action scene staple superhero movie oddly paced choreographed lacking exhilaration creativity seen franchise better entry perhaps perplexing aspect madame web seeming forgetfulness make marvel movie special heart humor heroism film feel like departure principle prioritizing convoluted storytelling character development genuine engagement audience conclusion madame web missed opportunity explore one marvel intriguing character bewildering journey poorly constructed narrative even loyal marvel fan might find hard follow instead adding rich layer mcu feel like detour mediocrity let hope future project entangled mess bring back magic fan know love,positivo
167677,167677,One of the absolute worst movies I've ever seen. Have never felt as if I wasted something as much as the money I spent to go see this.,Quinn C,2024-02-16,one absolute worst movie ive ever seen never felt wasted something much money spent go see,negativo
167678,167678,Es una película de origen que cumple con las normas. El desarrollo de la trama algo lento pero tiene picos de acción interesante.,JULIO S,2024-02-16,film origin meet rulesthe development plot somewhat slow interesting peak,positivo
167679,167679,"Did not deserve the hate. If you watch super hero movies, it's a standard film and was enjoyable. Are there some immersion and plot issues? Sure. But is it still better than a lot of other films? Yeah, especially most DC and most Sony standalone superhero movies.",Alec W,2024-02-16,deserve hate watch super hero movie standard film enjoyable immersion plot issue sure still better lot film yeah especially dc sony standalone superhero movie,positivo
170260,170260,"I just loved it, stop saying the movie is bad, every time there's a movie about a hero girl people started to criticize the movie, saying that they can't act, the storyis horrible..... I watch the movie and I love it, Dakota Johnson did a great job, Celeste O' Connor did a great job, Isabela Merced did a great job, Sydney Sweeney did a great job, and all the rest of the cast. So stop saying the movie is bad, your expectations are too high for everything, I can honestly say that I will go back to the theatre and watch it again. 
Thank u",Lolly P,2024-02-16,loved stop saying movie bad every time there movie hero girl people started criticize movie saying cant act storyid horrible watch movie love dakota johnson great job celeste connor great job isabela merged great job sydney sweeney great job rest cast stop saying movie bad expectation high everything honestly say go back theatre watch thank u,positivo
170261,170261,Weak writing and directing. I didn't like that these performers delivered these lines the way they did when in other movies they've done way better.,Adam C,2024-02-16,weak writing directing didnt like performer delivered line way movie theyre done way better,negativo
170262,170262,"Eh ..... What was the whole point of this? I went into it not expecting to be blown away but hoping it would at least be somewhat enjoyable and it was just so ... bland. Unfortunately, Dakota Johnson just doesn't have the charisma or talent to carry a film. And that's just one of the problems with this film. Video review: youtu.be/t4h1HTPrUxo",Cyns Corner,2024-02-16,eh whole point went expecting blown away hoping would least somewhat enjoyable bland unfortunately dakota johnson doesnt charisma talent carry film thats one problem film video review youtubethhtpruxo,negativo
170263,170263,Forbidden!! Do not even think about going there. The absolute worst!,Ronald L,2024-02-16,forbidden even think going absolute worst,negativo
170264,170264,"Lamentablemente Sony mintió a sus fans con publicidad engañosa y eso es lo que más duele de esta película, los trailers te ponen las espectativas super altas, y luego te entregan una película de origen de personajes hecha muy a lo 2000, un villano con pésimas o nulas motivaciones, malos dialogos y varios errores de guión, insisto si las espectativas fueran mucho menores pasaría como una película disfrutable lo verdaderamente malo fue la piblicidad engañosa...",Alex M,2024-02-16,unfortunately sony lied fan misleadnull motivation bad dialogue several script error insist speculative much lower would happen enjoyable movie truly bad misleading gdp,negativo
170265,170265,"Put*sima Mier*a, esta película jamás debió existir.",angel h,2024-02-16,putsima mira movie never exist,neutro
170266,170266,"I feel like this movie brings out a sense of belonging in between Madame Web and the girls. It is a great movie which I recommend, because it is action-packed and filled  with sequences. It may seem a little confusing, but you will get the whole storyline.",Dylan C,2024-02-16,feel like movie brings sense belonging madame web girl great movie recommend actionpacked filled sequence may seem little confusing get whole storyline,positivo
170267,170267,I thought the movie was great. Gave me a laugh.,Kashia F,2024-02-16,thought movie great gave laugh,positivo
170268,170268,If we could only see the future to know how awful this movie was. Not the typical marvel movie. Very cheesy bad scripting and I think the villain was dubbed or something. Man I was looking forward to a great movie and this was trash. But hey if you have nothing to do and have an unlimited movie pass go see it!! It's hilarious.,,2024-02-16,could see future know awful movie typical marvel movie cheese bad scripting think villain dubbed something man looking forward great movie trash hey nothing unlimited movie pas go see hilarious,negativo
170269,170269,"Just saw Madame Webb tonight with my best friend. We absolutely loved it! It was very well done! Dakota did a great job loved the story and can't wait to see more out of the future superheroes ladies! I laughed, I cried, I was on the edge of my seat! I jumped quite a few times and it had some great action scenes. It was so good. The effects were stellar and the way it was shot was really cool. I hope there are more of these Madame Webb movies. Very excited to see where the story goes.",Meghann M,2024-02-16,saw madame webb tonight best friend absolutely loved well done dakota great job loved story cant wait see future superheroes lady laughed cried edge seat jumped quite time great action scene good effect stellar way shot really cool hope madame webb movie excited see story go,positivo
170270,170270,"Wasn’t as bad as people make it to be, I enjoyed it with my kids.",Mario,2024-02-16,’ bad people make enjoyed kid,negativo
170271,170271,Such a great movie! Highly recommend! Found the movie very interesting. Can't wait to watch again!,Amanda R,2024-02-16,great movie highly recommend found movie interesting cant wait watch,positivo
170272,170272,"Madame Web introduces a fresh character to the superhero universe, but the film itself plays it safe. The screenplay offers some decent moments, but overall, it feels like a missed opportunity. There's potential here, yet the execution leaves it feeling just okay. It's still a watchable film if you're a fan of the genre. However, don't expect a groundbreaking addition to the Spider-Verse; Madame Web ultimately settles for a predictable formula.  Dakota Johnson delivers a solid performance as Cassandra Webb, but the supporting cast feels underdeveloped. The film's visuals are occasionally striking, but lack the distinct style that could have elevated the material. While there are hints of a more compelling story, Madame Web never quite finds its footing.",Harish N,2024-02-16,madame web introduces fresh character superhero universe film play safe screenplay offer decent moment overall feel like missed opportunity there potential yet execution leaf feeling okay still watchable film youre fan genre however dont expect groundbreaking addition spiderverse madame web ultimately settle predictable formula dakota johnson delivers solid performance cassandra webb supporting cast feel underdeveloped film visuals occasionally striking lack distinct style could elevated material hint compelling story madame web never quite find footing,positivo
170273,170273,"The best part of this movie were Easter Eggs where it hinted at Peter Parkers parents/uncle before he was born. Seeing that connection was cool. The acting, graphics, and camera zoom were pretty bad though. Definitely a low budget film. The actor who was the main villain Azekiel was probably the worst actor ive ever seen in a Marvel associated film.",Linds,2024-02-16,best part movie easter egg hinted peter parker parentsuncle born seeing connection cool acting graphic camera zoom pretty bad though definitely low budget film actor main villain azekiel probably worst actor ive ever seen marvel associated film,positivo
170274,170274,This is an amazing thrilling film. From the beginning to end i was at the edge of my seat. It didn’t have a boring moment,carmen,2024-02-16,amazing thrilling film beginning end edge seat ’ boring moment,positivo
170275,170275,Loved and enjoyed highly recommend it,willie,2024-02-16,loved enjoyed highly recommend,positivo
170276,170276,"Considering this to be an intro movie it intrigued me on what's to come. Lacking on the fight scenes, (because there isn't any real fighting just the 3 girls getting destroyed in potential futures) the depiction of the main characters ability to see the future was pretty cool and made up for it. Overall decent movie with an almost nostalgic feel with its contemporary references.",Emmanuel A,2024-02-16,considering intro movie intrigued whats come lacking fight scene isnt real fighting girl getting destroyed potential future depiction main character ability see future pretty cool made overall decent movie almost nostalgic feel contemporary reference,positivo
170277,170277,"Toxic by Britney Spears was genuinely the only good thing in this movie.

Also the product placement was craaaazy",Chase C,2024-02-16,toxic britney spear genuinely good thing movie also product placement craaaazy,positivo
170278,170278,It was kinda boring. 🥱 I understand it's setting a story for her but it could of been better..,Blanca G,2024-02-16,kinda boring 🥱 understand setting story could better,positivo
170279,170279,A solid base for a spiderwoman film franchise. Enjoyable to hero film! Looking forward to it exceeding critics expectations and reaching its full potential.,Cielo O,2024-02-16,solid base spiderwoman film franchise enjoyable hero film looking forward exceeding critic expectation reaching full potential,positivo
172880,172880,It could've been so much more. It's time for Sony to just call it quits and let Marvel take over.,Taylor W,2024-02-16,could much time sony call quits let marvel take,positivo
172881,172881,Red flag 🚩 from the start to finish HORRIBLE,,2024-02-16,red flag 🚩 start finish horrible,negativo
172882,172882,"I really enjoyed this movie. Is it MCU, nope but it is a good Sony movie.",Eric D,2024-02-16,really enjoyed movie mcu note good sony movie,positivo
172883,172883,THE WORST MOVIE OF ALL TIME!,Fuzion,2024-02-16,worst movie time,negativo
172884,172884,"This was legitimately one of the worst superhero movies I’ve ever seen. Venom and Morbius were mediocre, but still enjoyable. Madame Web was a disappointment on nearly every level.",Ben W,2024-02-16,legitimately one worst superhero movie ’ ever seen venom orbits mediocre still enjoyable madame web disappointment nearly every level,negativo
172885,172885,"Although the idea of seeing all of these different characters be introduced was exciting the execution was not. As someone who loves to see these movies, I figured that most of the people saying this movie was bad were exaggerating…they were not. The story is all over the place, the characters felt hollow not to mention within an hour the 3 teenage girls are all trauma dumping and completely discrediting their backstories. The beginning and end of the movie felt incredibly rushed, the editing seemed unfinished, and the villain was a generic man who had a bad life. I love these actresses and it would have been incredible to see them get to play these characters in full depth. Not just throwing all of their backstories together in a hope that people would get the full story on them. It was incredibly disappointing to watch two hours of absolute confusion and lack of good writing when I was super excited to see these characters be introduced.",Alicia D,2024-02-16,although idea seeing different character introduced exciting execution someone love see movie figured people saying movie bad exaggeration…they story place character felt hollow mention within hour teenage girl trauma dumping completely discrediting backstories beginning end movie felt incredibly rushed editing seemed unfinished villain generic man bad life love actress would incredible see get play character full depth throwing backstories together hope people would get full story incredibly disappointing watch two hour absolute confusion lack good writing super excited see character introduced,positivo
172886,172886,"If Madame Web's web 'ties them all', I'd like her web to tie me to the ceiling after watching this movie.",Carson L,2024-02-16,madame web web tie id like web tie ceiling watching movie,positivo
172887,172887,"Decided to watch this movie thinking it was going to be good and was left disappointed. The plot of the movie was very hard to follow because of how badly the future scenes were presented. Sure the movie was trying to confuse the audience which is fine but the creators could have had a much better approach. Along with all of the problems it felt super rushed and not properly planned, the movie had loads of inconsistencies that left the audience feeling dissatisfied.",fish u,2024-02-16,decided watch movie thinking going good left disappointed plot movie hard follow badly future scene presented sure movie trying confuse audience fine creator could much better approach along problem felt super rushed properly planned movie load inconsistency left audience feeling dissatisfied,positivo
172888,172888,"Cassie is selfless! Those who say ""it's a dud, or not worth watching…."" Clearly do not have a heart! 

Dakota did an amazing job, and I'm ready for the next movie. Great actress with true emotions.",Spencer K,2024-02-16,case selfless say dud worth watching… clearly heart dakota amazing job im ready next movie great actress true emotion,positivo
172889,172889,"Good direction to a more aggressive take of Man-spider his moves are unmatched by Spiderman. Sadly, the ambulance scenes beat the movie then it goes downhill despite the cool action sequences. The Marvels have to work together without laser beam powers, instead of controlling time they can occasionally adapt to the future. Not as ambitious as the cover poster suggested.",Inspire U,2024-02-16,good direction aggressive take manspider move unmatched sideman sadly ambulance scene beat movie go downhill despite cool action sequence marvel work together without laser beam power instead controlling time occasionally adapt future ambitious cover poster suggested,positivo
172890,172890,"Sony needs to give up the rights to anything marvel. I love everything about Marvel, this was awful. The antagonists words were edited in post making his mouth not match what was being said, the storyline didn’t make sense, and how is Peter Parker born in 2003 when spider man was released in 2002. Also why is Ben Parker so young in 2003?",Nick,2024-02-16,sony need give right anything marvel love everything marvel awful antagonist word edited post making mouth match said storyline ’ make sense peter parker born spider man released also ben parker young,positivo
172891,172891,"This movie is a rough one. Didn’t like the villain, and I don’t blame the actors. I blame the writers. Final fight was best part and even that was lackluster imo. Something tells me they made this just to keep the rights to the Spiderman franchise.",Brian,2024-02-16,movie rough one ’ like villain ’ blame actor blame writer final fight best part even lackluster imo something tell made keep right sideman franchise,negativo
172892,172892,"Badly written, poorly executed, terrible casting and boring tbh. Save your money, this is not must see Marvel.",S B,2024-02-16,badly written poorly executed terrible casting boring th save money must see marvel,negativo
172893,172893,"¡Amé esta película, disfruté al máximo cada segundo! No puedo esperar para volverlas a ver, plantó las bases para un prometedor futuro",AndrÃ©s S,2024-02-16,loved movie enjoyed fullest every secondo cant wait see planted foundation promising future,positivo
172894,172894,"this film is AMAZING! Oscar worthy dialogue keeps you gripped! The tension keeps building, the acting is truly Top shelf stuff. A triumph! I think SJ Clarkson has a bright career ahead of her after this. Just as Superhero movies are failing to entertain, out of the shadows comes Madam Web! It was equivalent to watching Endgame and Infinity War for the first time! Watch Watch Watch!!!",Nick L,2024-02-16,film amazing oscar worthy dialogue keep ripped tension keep building acting truly top shelf stuff triumph think sj clarkson bright career ahead superhero movie failing entertain shadow come madam web equivalent watching endgame infinity war first time watch watch watch,positivo
172895,172895,Confused on the hate. I really enjoyed this movie! I really hope they do another. Dakota was perfect for the role. Glad i went to see it.,Mary P,2024-02-16,confused hate really enjoyed movie really hope another dakota perfect role glad went see,positivo
172896,172896,"I have become a big Marvel fan, I love the way they are introducing new characters, since most of the classic one are getting too old or dying, loved the movie, it was entertaining for us, fun, and will keep ok watching all Marvel movies",Laura O,2024-02-16,become big marvel fan love way introducing new character since classic one getting old dying loved movie entertaining u fun keep ok watching marvel movie,positivo
172897,172897,"I don’t know why people are hating. I thought it was a good movie. I think a lot of people are giving bad reviews just because Sony was involved. It could have been better, but I want a sequel. Edit: Never-mind, the last fight was terrible.",,2024-02-16,’ know people hating thought good movie think lot people giving bad review sony involved could better want sequel edit nevermind last fight terrible,negativo
172898,172898,"Man, I went in hoping that there would have been SOME redeeming quality. But the wooden acting in the opening scene lived up to the hype I had heard. I tried to be interested in the story line. Just was so tough. Even Morbius was better than this and that is saying something.",Jeffrey K,2024-02-16,man went hoping would redeeming quality wooden acting opening scene lived hype heard tried interested story line tough even orbits better saying something,positivo
172899,172899,"Was a great movie, if you seen the preview of it you still want to go see it, there so much more not shown on the preview.",javierporras1 L,2024-02-16,great movie seen preview still want go see much shown preview,positivo
175520,175520,"It's not as bad as many people say.

There is one thing that really annoyed me: The trailer showed action and the presence of 3 spider girls, but in the movie, there was no such... So, at some point, I felt scammed.",Andrejs R,2024-02-16,bad many people say one thing really annoyed trailer showed action presence spider girl movie point felt slammed,negativo
175521,175521,Ok... it wasn't that bad. People gotta chill,,2024-02-16,ok wasnt bad people got ta chill,positivo
175522,175522,Someone walking out the theater said Sharknado was better then this.,joseph t,2024-02-16,someone walking theater said sharknado better,positivo
175523,175523,It wasnt terrible but it wasnt great. A very 50/50 movie for me. The visual effects were pretty good for mos of the movie. The last act was were I felt  the story went off the rails.,Omar,2024-02-16,wasnt terrible wasnt great movie visual effect pretty good mo movie last act felt story went rail,positivo
175524,175524,Some cool ideas but really clunky dialog and stilted action.,Steve D,2024-02-16,cool idea really clunky dialog stilted action,positivo
175525,175525,Don't listen to the haters! This is a scream. Eat some gummies and laugh.,Michael,2024-02-16,dont listen later scream eat mummies laugh,positivo
175526,175526,Not good.  Not good at all,Drew  D,2024-02-16,good good,positivo
175527,175527,This movie is not what I expected I thought it was gonna be action and fighting because of all the trailers I've been seeing on TikTok but in fact it's nothing like it. Would have rather seen it at home than waste money on it.,Daniela H,2024-02-16,movie expected thought gon na action fighting trailer ive seeing tiktok fact nothing like would rather seen home waste money,negativo
175528,175528,"I think the idea for this movie was great but felt it just fell short everywhere. To keep it simple I found the actors poor (maybe because the dialogue was that bad and they had to work with what they had), the plot was choppy, and an action movie had like no action. Didn’t need the 3 spiderwomen either. Would’ve been better if we just focused on Ms Web.",Andrew,2024-02-16,think idea movie great felt fell short everywhere keep simple found actor poor maybe dialogue bad work plot choppy action movie like action ’ need spiderwomen either would ’ better focused m web,positivo
175529,175529,"I don't read reviews before I go to a movie, but for Madame Web I wish I had. I  haven't seen anything else Dakota Johnson has been in, but I get the feeling she was cast because people thinks she's sexy. Her acting in this movie was like suffering through ten hours of someone scraping their fingernails on a chalkboard.The bad guy 

Tahar Rahim's villain was a bad joke.

I don't expect masterpieces from movies, but this mess didn't even meet my low movie standards of simply being a bit of entertainment away from the house.",Jerry B,2024-02-16,dont read review go movie madame web wish havent seen anything else dakota johnson get feeling cast people think shes sexy acting movie like suffering ten hour someone scraping fingernail chalkboardthe bad guy that aims villain bad joke dont expect masterpiece movie mess didnt even meet low movie standard simply bit entertainment away house,negativo
175530,175530,"Misleading trailer, bad script, terrible dialogue, bad editing and sound!
Why did they make this movie?????",AL i,2024-02-16,misleading trailer bad script terrible dialogue bad editing sound make movie,negativo
175531,175531,"Amazing movie, i love It❤️",Denisse Galilea R,2024-02-16,amazing movie love,positivo
175532,175532,Name a better Pepsi Cola ad. YOU CAN'T.,Kelsey M,2024-02-16,name better pepsi cola ad cant,positivo
175533,175533,I absolutely adored this movie. It had great camera work. Wonderful score. The cast absolutely smashed it. It felt so immersive. A definite recommend.,Sevon A,2024-02-16,absolutely adorned movie great camera work wonderful score cast absolutely smashed felt immersive definite recommend,positivo
175534,175534,"HORRIVEL, vou processar os donos do projeto, eles irão ter que pagar minha terapia pós filme, perder minha vó foi menos traumático que assistir isso",Davi Monsueth A,2024-02-16,horrible sue owner project pay therapy movie losing grandmother le traumatic watching,negativo
175535,175535,It was okay but the movie takes place in different universe. Like we are watching origin story,Javier M,2024-02-16,okay movie take place different universe like watching origin story,positivo
175536,175536,cheesy and not very marvel,x,2024-02-16,cheese marvel,positivo
175537,175537,"It wasnt as bad as how critics are describing it. Yes, its kind of clickbaity when it comes to the 3 spiderwomen, but the title of the movie is Madame Web, and IT IS her origin story and not of the 3 other girls.",Ares S,2024-02-16,wasnt bad critic describing yes kind clickbaity come spiderwomen title movie madame web origin story girl,positivo
175538,175538,"Admit I knew the Tomatometer score before going so I wasn't expecting too much. I knew the character from the comics but the one I knew was a wheelchair bound,blind old lady. So, I have no idea how this story is going to work. Work. well not very well. Not only does this movie have plot hole you can drive a truck through, you can sail a cruise ship through them. Stealing cabs and ambulances; I doubt NYPD is that cavalier towards these incidents. An ending where the ignored /semi-ignored girl, the runaway, and the illegal alien all get to live with the lady who kidnapped them and now has no visible means of support. A forest in New Jersey within nearby driving distance (1.5 hr?) of Queens. To be fair the story doesn't get too weird until the second half. Until then it's just an odd origins story where a near-death experience causes her latent prescient  abilities are activated. Past that it gets crazy. 
P:2, A:5, D:3,F/X:6 EV:3 = 3.8",Bob T,2024-02-16,admit knew tomatometer score going wasnt expecting much knew character comic one knew wheelchair boundblind old lady idea story going work work well well movie plot hole drive truck sail cruise ship stealing cab ambulance doubt nypd cavaliers towards incident ending ignored semiignored girl runaway illegal alien get live lady kidnapped visible mean support forest new jersey within nearby driving distance hr queen fair story doesnt get weird second half odd origin story neardeath experience cause latent present ability activated past get crazy p df ev,negativo
175539,175539,The movie is very good,WASTER B,2024-02-16,movie good,positivo
178180,178180,"This movie gives ""hot garbage"" a bad name. So many plot holes, stupid characters and an incomprehensible story. What the -hell- was that?!? Please save yourself the brain cancer and DO NOT go see this movie. Anyone that likes this drippy scab of a movie is clearly not in the right frame of mind. The only thing that kept me sane was the popcorn and soda. When I ran out, I went to the bathroom for a few minutes, just to wash the stank off.",Dave F,2024-02-16,movie give hot garbage bad name many plot hole stupid character incomprehensible story hell please save brain cancer go see movie anyone like crappy scan movie clearly right frame mind thing kept sane popcorn soda ran went bathroom minute wash stand,negativo
178181,178181,"I wish I could give it zero stars it was that bad. No plot, bad dialogue, Dakota Johnson is overrated, she has been so bored during press it was obvious she doesn't care. Total waste of money and time.",DJ,2024-02-16,wish could give zero star bad plot bad dialogue dakota johnson operated bored press obvious doesnt care total waste money time,negativo
178182,178182,"Yeah [enhance], I can't even make a joke about this one.",Gage W,2024-02-16,yeah enhance cant even make joke one,positivo
178183,178183,Yet more evidence Sony can't recreate the Marvel magic and that superhero fatigue is real.,Brett J,2024-02-16,yet evidence sony cant recreate marvel magic superhero fatigue real,negativo
178184,178184,I went in with low expectations and was pleasantly surprised. I really enjoyed this! I had wondered since this was announced about how this was going to work and they did a pretty good job with a number of aspects of the character. Some scenes are a amazing. The script was pretty bad in places but quite clever in others. The cast was great. And it was quite tense at times. This is way better than people made out. I hope we see this character in the next Spider-Man film.,Lucius B,2024-02-16,went low expectation pleasant surprised really enjoyed wondered since announced going work pretty good job number aspect character scene amazing script pretty bad place quite clever others cast great quite tense time way better people made hope see character next sideman film,positivo
178185,178185,I liked the movie & I understood the plot,Tommie Z,2024-02-16,liked movie understood plot,positivo
178186,178186,This is a low point for humanity.,Mason S,2024-02-16,low point humanity,negativo
178187,178187,Dialogue was not the best but I have faith in the next one.,Jennifer,2024-02-16,dialogue best faith next one,positivo
